1702168115.997655,3
1702168116.138361,5
1702168116.252656,7
1702168116.365011,10
1702168116.472933,10
1702168116.599365,11
1702168116.712235,13
1702168116.833527,14
1702168116.940694,14
1702168117.046147,16
1702168117.183906,17
1702168117.290295,12
1702168117.398816,15
1702168117.528237,17
1702168117.660674,20
1702168117.774830,21
1702168117.883956,22
1702168118.023983,24
1702168118.134802,26
1702168118.240650,27
1702168118.352372,27
1702168118.462863,28
1702168118.574819,23
1702168118.681263,24
1702168118.805505,25
1702168118.927697,21
1702168119.033852,22
1702168119.163018,23
1702168119.270648,20
1702168119.380093,21
1702168119.514346,22
1702168119.636040,20
1702168119.747928,19
1702168119.863755,20
1702168119.979749,19
1702168120.096644,21
1702168120.231694,20
1702168120.343722,20
1702168120.462523,19
1702168120.573542,20
1702168120.684309,19
1702168120.829923,19
1702168120.973300,19
1702168121.081656,20
1702168121.188805,20
1702168121.298747,21
1702168121.414297,22
1702168121.541275,22
1702168121.677388,22
1702168121.786606,22
1702168121.898739,22
1702168122.023419,22
1702168122.130518,22
1702168122.242630,22
1702168122.364305,22
1702168122.499547,21
1702168122.613859,21
1702168122.729484,21
1702168122.842028,22
1702168122.958475,22
1702168123.082266,20
1702168123.197039,21
1702168123.326787,20
1702168123.460731,20
1702168123.569592,20
1702168123.710326,19
1702168123.824530,20
1702168123.960200,20
1702168124.070247,21
1702168124.187890,21
1702168124.311955,21
1702168124.429893,21
1702168124.537610,19
1702168124.666129,16
1702168124.811244,17
1702168124.918649,16
1702168125.027914,13
1702168125.152004,15
1702168125.271856,19
1702168125.389425,7
1702168125.523611,2
1702168125.647932,4
1702168125.756779,4
1702168125.874530,3
1702168126.001458,3
1702168126.129078,3
1702168126.254555,2
1702168126.366682,2
1702168126.482503,3
1702168126.610935,5
1702168126.739786,6
1702168126.850046,6
1702168126.964905,7
1702168127.073280,6
1702168127.196250,6
1702168127.306919,5
1702168127.428683,5
1702168127.547512,4
1702168127.667558,4
1702168127.780740,5
1702168127.903147,6
1702168128.033046,5
1702168128.152471,6
1702168128.267330,5
1702168128.401332,5
1702168128.527770,5
1702168128.635628,4
1702168128.761967,4
1702168128.884701,5
1702168129.001931,5
1702168129.114909,4
1702168129.231472,5
1702168129.348908,6
1702168129.458359,4
1702168129.583857,5
1702168129.696392,5
1702168129.808262,4
1702168129.917092,3
1702168130.025339,3
1702168130.132477,6
1702168130.251756,4
1702168130.362918,4
1702168130.475806,5
1702168130.608187,6
1702168130.716310,3
1702168130.833392,4
1702168130.940937,4
1702168131.052365,4
1702168131.161931,5
1702168131.279299,4
1702168131.397578,4
1702168131.511797,4
1702168131.637096,4
1702168131.754640,3
1702168131.882400,5
1702168131.996578,6
1702168132.104217,3
1702168132.228448,4
1702168132.339925,5
1702168132.465672,5
1702168132.587224,4
1702168132.699810,4
1702168132.827372,4
1702168132.956600,4
1702168133.084784,4
1702168133.198588,5
1702168133.310184,6
1702168133.423101,5
1702168133.545123,5
1702168133.663812,5
1702168133.769101,4
1702168133.885102,4
1702168133.992927,4
1702168134.099566,3
1702168134.208314,5
1702168134.327215,4
1702168134.464974,3
1702168134.581065,3
1702168134.687978,4
1702168134.797067,5
1702168134.915364,5
1702168135.029512,6
1702168135.144021,5
1702168135.251689,5
1702168135.385561,4
1702168135.506583,5
1702168135.627707,5
1702168135.754531,4
1702168135.877591,4
1702168135.989591,4
1702168136.116190,4
1702168136.240331,5
1702168136.349657,5
1702168136.458809,3
1702168136.568790,3
1702168136.681526,3
1702168136.790637,1
1702168136.930884,2
1702168137.050649,2
1702168137.170625,3
1702168137.290553,2
1702168137.415935,5
1702168137.532375,4
1702168137.659010,5
1702168137.779758,5
1702168137.903700,6
1702168138.013460,7
1702168138.139567,5
1702168138.251876,4
1702168138.366212,4
1702168138.481536,2
1702168138.600281,4
1702168138.711730,3
1702168138.824598,4
1702168138.940045,4
1702168139.050128,4
1702168139.168875,4
1702168139.287676,3
1702168139.404922,5
1702168139.518780,5
1702168139.638457,4
1702168139.763043,5
1702168139.886998,4
1702168140.016993,3
1702168140.147202,4
1702168140.259010,4
1702168140.368613,3
1702168140.489353,3
1702168140.608785,4
1702168140.728353,3
1702168140.850570,4
1702168140.976780,3
1702168141.095209,4
1702168141.203724,2
1702168141.314553,4
1702168141.433483,3
1702168141.553715,2
1702168141.661703,4
1702168141.783559,4
1702168141.904227,4
1702168142.011696,4
1702168142.127696,5
1702168142.256004,3
1702168142.373872,4
1702168142.481588,3
1702168142.588350,4
1702168142.719854,3
1702168142.846076,3
1702168142.962425,4
1702168143.082170,4
1702168143.189541,4
1702168143.301468,3
1702168143.410128,3
1702168143.529938,4
1702168143.639324,4
1702168143.764270,4
1702168143.889583,2
1702168143.997203,4
1702168144.111939,1
1702168144.234778,3
1702168144.359026,3
1702168144.479247,3
1702168144.600422,5
1702168144.734051,3
1702168144.851995,6
1702168144.972992,5
1702168145.088837,4
1702168145.201886,4
1702168145.329207,3
1702168145.452888,3
1702168145.564781,4
1702168145.682477,4
1702168145.816590,4
1702168145.934897,3
1702168146.051325,1
1702168146.176912,2
1702168146.287992,3
1702168146.408076,3
1702168146.517988,4
1702168146.649575,5
1702168146.758062,4
1702168146.871047,6
1702168146.995407,6
1702168147.104707,6
1702168147.233307,6
1702168147.350533,6
1702168147.458508,4
1702168147.567802,4
1702168147.688318,5
1702168147.813711,3
1702168147.929100,4
1702168148.052094,4
1702168148.162044,4
1702168148.271353,4
1702168148.397331,5
1702168148.529460,4
1702168148.650790,3
1702168148.757625,3
1702168148.886430,3
1702168148.994491,2
1702168149.102405,4
1702168149.217376,5
1702168149.328521,7
1702168149.446340,6
1702168149.562588,7
1702168149.689422,6
1702168149.798095,8
1702168149.908061,6
1702168150.014619,9
1702168150.131049,7
1702168150.248821,5
1702168150.370709,6
1702168150.504038,7
1702168150.628352,5
1702168150.755361,4
1702168150.866903,3
1702168150.982083,3
1702168151.114059,3
1702168151.234768,3
1702168151.353415,3
1702168151.495521,3
1702168151.597933,3
1702168151.699621,4
1702168151.813657,4
1702168151.923878,4
1702168152.026475,6
1702168152.129407,6
1702168152.239220,7
1702168152.353392,7
1702168152.464525,6
1702168152.581305,6
1702168152.699684,6
1702168152.833311,7
1702168152.948324,8
1702168153.056384,7
1702168153.170267,5
1702168153.285948,6
1702168153.403523,6
1702168153.535650,6
1702168153.642842,6
1702168153.758560,5
1702168153.877270,5
1702168154.003125,4
1702168154.116096,3
1702168154.226054,3
1702168154.366360,3
1702168154.475397,2
1702168154.591265,3
1702168154.704104,3
1702168154.825039,4
1702168154.956345,3
1702168155.073472,6
1702168155.202024,3
1702168155.326903,2
1702168155.438347,4
1702168155.567001,4
1702168155.676631,5
1702168155.784785,5
1702168155.900317,3
1702168156.009228,4
1702168156.116219,5
1702168156.228572,3
1702168156.358286,3
1702168156.473366,3
1702168156.589263,3
1702168156.705385,2
1702168156.816010,3
1702168156.923640,1
1702168157.032941,1
1702168157.150540,3
1702168157.265547,2
1702168157.381903,2
1702168157.501945,5
1702168157.636569,4
1702168157.749309,4
1702168157.872029,4
1702168157.984079,4
1702168158.101531,4
1702168158.226357,3
1702168158.349285,3
1702168158.465464,2
1702168158.573313,3
1702168158.700925,4
1702168158.813999,2
1702168158.928596,2
1702168159.039090,3
1702168159.153888,4
1702168159.272767,4
1702168159.387542,2
1702168159.510014,5
1702168159.625332,4
1702168159.732726,4
1702168159.845581,3
1702168159.960797,2
1702168160.081685,2
1702168160.193111,4
1702168160.307608,4
1702168160.414644,5
1702168160.534331,5
1702168160.642110,6
1702168160.767183,4
1702168160.894395,4
1702168161.026081,4
1702168161.140876,2
1702168161.248498,3
1702168161.368061,4
1702168161.476788,4
1702168161.592695,4
1702168161.705953,5
1702168161.819490,4
1702168161.949198,3
1702168162.074115,5
